"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
57822020,5782,2020,"IN0360000","IN0360000","","N","N",,"I","JACKSON","JACKSON CO SO BROWNSTOWN","Jackson","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",21321,27128,"INUCR0001","Indiana State Police","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",19,32,51,0,22,22,0,0,01-JAN-13,01-JUL-20,01-JUL-20,01-NOV-20,01-NOV-20,01-NOV-20,"N","JACKSON","Non-MSA","Y","Y","Y"
57842020,5784,2020,"IN0360200","IN0360200","","N","N",,"I","SEYMOUR","SEYMOUR PD","Seymour","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",20171,27128,"INUCR0001","Indiana State Police","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-FEB-20,01-FEB-20,01-FEB-21,01-FEB-21,01-FEB-21,"N","JACKSON","Non-MSA","Y","Y","Y"
57942020,5794,2020,"IN0410000","IN0410000","","N","N",,"I","JOHNSON","JOHNSON CO SO FRANKLIN","Johnson","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",47775,27128,"INUCR0001","Indiana State Police","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",109,4,113,19,12,31,0,0,01-JAN-13,01-OCT-18,01-OCT-18,01-SEP-19,01-SEP-19,01-SEP-19,"N","JOHNSON","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57952020,5795,2020,"IN0410100","IN0410100","","N","N",,"I","EDINBURGH","EDINBURG PD","Edinburgh","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",4603,27128,"INUCR0001","Indiana State Police","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,0,11,1,1,2,0,0,01-JAN-13,01-SEP-19,01-SEP-19,01-MAR-20,01-MAR-20,01-MAR-20,"N","SHELBY; BARTHOLOMEW; JOHNSON","Columbus, IN; Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57962020,5796,2020,"IN0410200","IN0410200","","N","N",,"I","FRANKLIN","FRANKLIN PD","Franklin","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",25825,27128,"INUCR0001","Indiana State Police","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",52,2,54,2,4,6,0,0,01-JAN-13,01-SEP-19,01-SEP-19,01-MAR-20,01-MAR-20,01-MAR-20,"N","JOHNSON","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57972020,5797,2020,"IN0410300","IN0410300","","Y","N",,"I","GREENWOOD","GREENWOOD PD","Greenwood","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",60460,24284,"IN0410300","Greenwood","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",60,2,62,3,6,9,0,0,01-JAN-13,01-JUN-20,01-JUN-20,01-AUG-20,01-AUG-20,01-AUG-20,"N","JOHNSON","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57982020,5798,2020,"IN0410400","IN0410400","","N","N",,"I","NEW WHITELAND","NEW WHITELAND PD","New Whiteland","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",6332,27128,"INUCR0001","Indiana State Police","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,0,1,1,0,0,01-JAN-13,01-JUN-19,01-JUN-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","JOHNSON","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58002020,5800,2020,"IN0410800","IN0410800","","N","N",,"I","BARGERSVILLE","BARGERSVILLE PD","Bargersville","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",8342,27128,"INUCR0001","Indiana State Police","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,1,13,0,0,0,0,0,01-JAN-13,01-MAY-19,01-MAY-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","JOHNSON","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58032020,5803,2020,"IN0420200","IN0420200","","N","N",,"I","VINCENNES","VINCENNES PD","Vincennes","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",16701,27128,"INUCR0001","Indiana State Police","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-DEC-19,01-DEC-19,01-MAR-20,01-MAR-20,01-MAR-20,"N","KNOX","Non-MSA","Y","Y","Y"
58042020,5804,2020,"IN0430000","IN0430000","","N","N",,"I","KOSCIUSKO","KOSCIUSKO CO SO WARSAW","Kosciusko","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",53513,27128,"INUCR0001","Indiana State Police","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",38,34,72,1,35,36,0,0,01-JAN-13,01-JUL-19,01-JUL-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","KOSCIUSKO","Non-MSA","Y","Y","Y"
58052020,5805,2020,"IN0430100","IN0430100","","N","N",,"I","WARSAW","WARSAW PD","Warsaw","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",15319,27128,"INUCR0001","Indiana State Police","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-AUG-19,01-AUG-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","KOSCIUSKO","Non-MSA","Y","Y","Y"
58062020,5806,2020,"IN0430200","IN0430200","","N","N",,"I","WINONA LAKE","WINONA LAKE PD","Winona Lake","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",4901,27128,"INUCR0001","Indiana State Police","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-JUL-19,01-JUL-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","KOSCIUSKO","Non-MSA","Y","Y","Y"
58082020,5808,2020,"IN0450000","IN0450000","","N","N",,"I","LAKE","LAKE CO SO CROWN POINT","Lake","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",47670,27128,"INUCR0001","Indiana State Police","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",141,173,314,19,125,144,0,0,01-JAN-13,01-DEC-18,01-DEC-18,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58092020,5809,2020,"IN0450100","IN0450100","","N","N",,"I","CEDAR LAKE","CEDAR LAKE PD","Cedar Lake","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",13372,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,1,19,0,1,1,0,0,01-JAN-13,01-MAR-19,01-MAR-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58112020,5811,2020,"IN0450300","IN0450300","","Y","N",,"I","EAST CHICAGO","EAST CHICAGO PD","East Chicago","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",27616,24298,"IN0450300","East Chicago","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-FEB-20,01-FEB-20,01-JAN-21,01-JAN-21,01-JAN-21,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58142020,5814,2020,"IN0450600","IN0450600","","N","N",,"I","GRIFFITH","GRIFFITH PD","Griffith","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",15968,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-APR-20,01-APR-20,01-DEC-20,01-DEC-20,01-DEC-20,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58152020,5815,2020,"IN0450700","IN0450700","","Y","N",,"I","HAMMOND","HAMMOND PD","Hammond","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",74966,24302,"IN0450700","Hammond","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",189,19,208,15,18,33,0,0,01-JAN-13,01-JUN-20,01-JUN-20,01-FEB-21,01-FEB-21,01-FEB-21,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58162020,5816,2020,"IN0450800","IN0450800","","N","N",,"I","HIGHLAND","HIGHLAND PD","Highland","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",22165,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",36,2,38,1,4,5,0,0,01-JAN-13,01-JAN-19,01-JAN-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58172020,5817,2020,"IN0450900","IN0450900","","N","N",,"I","HOBART","HOBART PD","Hobart","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",27791,27128,"INUCR0001","Indiana State Police","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",65,0,65,2,11,13,0,0,01-JAN-13,01-MAR-19,01-MAR-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58182020,5818,2020,"IN0451000","IN0451000","","N","N",,"I","MUNSTER","MUNSTER PD","Munster","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",22357,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",40,1,41,1,4,5,0,0,01-JAN-13,01-JAN-19,01-JAN-19,01-FEB-19,01-FEB-19,01-FEB-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58192020,5819,2020,"IN0451100","IN0451100","","N","N",,"I","WHITING","WHITING PD","Whiting","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",4741,27128,"INUCR0001","Indiana State Police","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-JAN-20,01-JAN-20,01-NOV-20,01-NOV-20,01-NOV-20,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58202020,5820,2020,"IN0451200","IN0451200","","N","N",,"I","LOWELL","LOWELL PD","Lowell","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",10004,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-FEB-19,01-FEB-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58212020,5821,2020,"IN0451300","IN0451300","","N","N",,"I","DYER","DYER PD","Dyer","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",15932,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",31,0,31,1,3,4,0,0,01-JAN-13,01-JUN-19,01-JUN-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58222020,5822,2020,"IN0451400","IN0451400","","N","N",,"I","MERRILLVILLE","MERRILLVILLE PD","Merrillville","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",34774,27128,"INUCR0001","Indiana State Police","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-FEB-19,01-FEB-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58232020,5823,2020,"IN0451500","IN0451500","","N","N",,"I","ST. JOHN","ST JOHN PD","St. John","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",19289,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",22,1,23,1,1,2,0,0,01-JAN-13,01-JAN-19,01-JAN-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58242020,5824,2020,"IN0451600","IN0451600","","N","N",,"I","SCHERERVILLE","SCHERERVILLE PD","Schererville","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",28454,27128,"INUCR0001","Indiana State Police","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",50,5,55,2,10,12,0,0,01-JAN-13,01-APR-19,01-APR-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","LAKE","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58272020,5827,2020,"IN0460000","IN0460000","","N","N",,"I","LA PORTE","LA PORTE CO SO LA PORTE","La Porte","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",46509,27128,"INUCR0001","Indiana State Police","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-13,01-APR-16,01-APR-16,01-FEB-17,01-NOV-19,01-FEB-17,"N","LA PORTE","Michigan City-La Porte, IN","Y","Y","Y"
58282020,5828,2020,"IN0460100","IN0460100","","N","N",,"I","LA PORTE","LA PORTE PD","La Porte","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",21515,27128,"INUCR0001","Indiana State Police","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",38,3,41,4,1,5,0,0,01-JAN-13,01-JUL-17,01-JUL-17,01-SEP-17,01-AUG-20,01-SEP-17,"N","LA PORTE","Michigan City-La Porte, IN","Y","Y","Y"
58292020,5829,2020,"IN0460200","IN0460200","","N","N",,"I","MICHIGAN CITY","MICHIGAN CITY PD","Michigan City","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",30976,27128,"INUCR0001","Indiana State Police","N",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-JAN-17,01-JAN-17,01-AUG-17,,01-AUG-17,"N","LA PORTE","Michigan City-La Porte, IN","Y","Y","Y"
58332020,5833,2020,"IN0460600","IN0460600","","N","N",,"I","WESTVILLE","WESTVILLE PD","Westville","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",5852,27128,"INUCR0001","Indiana State Police","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-MAY-17,01-MAY-17,01-JUL-17,01-JUL-17,01-JUL-17,"N","LA PORTE","Michigan City-La Porte, IN","Y","Y","Y"
58372020,5837,2020,"IN0470100","IN0470100","","N","N",,"I","BEDFORD","BEDFORD PD","Bedford","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",13192,27128,"INUCR0001","Indiana State Police","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",31,1,32,0,7,7,0,0,01-JAN-13,01-AUG-20,01-AUG-20,01-SEP-20,01-SEP-20,01-SEP-20,"N","LAWRENCE","Non-MSA","Y","Y","Y"
58392020,5839,2020,"IN0480000","IN0480000","","N","N",,"I","MADISON","MADISON COUNTY PD ANDERSON","Madison","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",58815,27128,"INUCR0001","Indiana State Police","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",0,0,0,0,0,0,0,0,01-JAN-13,01-MAY-20,01-MAY-20,01-SEP-20,01-SEP-20,01-SEP-20,"N","MADISON","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58452020,5845,2020,"IN0490100","IN0490100","","N","N",,"I","BEECH GROVE","BEECH GROVE PD","Beech Grove","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",15017,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-MAY-19,01-MAY-19,01-MAR-20,01-MAR-20,01-MAR-20,"N","MARION","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58462020,5846,2020,"IN0490200","IN0490200","","N","N",,"I","LAWRENCE","LAWRENCE PD INDIANAPOLIS","Lawrence","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",49865,27128,"INUCR0001","Indiana State Police","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",56,8,64,5,12,17,0,0,01-JAN-13,01-JAN-17,01-JAN-17,01-NOV-17,01-MAR-20,01-NOV-17,"N","MARION","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58472020,5847,2020,"IN0490300","IN0490300","","N","N",,"I","SPEEDWAY","SPEEDWAY PD INDIANAPOLIS","Speedway","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",12235,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",33,5,38,2,10,12,0,0,01-JAN-13,01-JUN-19,01-JUN-19,01-MAY-20,01-MAY-20,01-MAY-20,"N","MARION","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58492020,5849,2020,"IN0490600","IN0490600","","N","N",,"I","INDIANAPOLIS INTRNTL APT","INTERNATIONAL AIRPORT PD INDIANAPOLIS","Indianapolis International Airport","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","Other",0,27128,"INUCR0001","Indiana State Police","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",34,0,34,5,1,6,0,0,01-JAN-13,01-MAY-18,01-MAY-18,01-NOV-18,01-MAR-20,01-NOV-18,"N","MARION","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58502020,5850,2020,"IN0491900","IN0491900","","N","N",,"I","CUMBERLAND","CUMBERLAND","Cumberland","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",6097,27128,"INUCR0001","Indiana State Police","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,0,14,2,2,4,0,0,01-JAN-13,01-JUL-19,01-JUL-19,01-MAR-20,01-MAR-20,01-MAR-20,"N","MARION; HANCOCK","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58512020,5851,2020,"IN049359E","IN0493500","","N","N",,"I","MARIAN UNIVERSITY","MARIAN COLLEGE SECURITY DEPT INDIANAPOLIS","Marian University","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","University or College",0,27128,"INUCR0001","Indiana State Police","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-JAN-20,01-JAN-20,01-MAY-20,01-MAY-20,01-MAY-20,"N","MARION","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
58572020,5857,2020,"IN0510100","IN0510100","","N","N",,"I","LOOGOOTEE","LOOGOOTEE PD","Loogootee","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",2700,27128,"INUCR0001","Indiana State Police","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-JAN-19,01-JAN-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","MARTIN","Non-MSA","Y","Y","Y"
58582020,5858,2020,"IN0520000","IN0520000","","N","N",,"I","MIAMI","MIAMI CO SO PERU","Miami","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",24376,27128,"INUCR0001","Indiana State Police","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",15,23,38,2,27,29,0,0,01-JAN-13,01-JAN-20,01-JAN-20,01-AUG-20,01-AUG-20,01-AUG-20,"N","MIAMI","Non-MSA","Y","Y","Y"
58592020,5859,2020,"IN0520100","IN0520100","","N","N",,"I","PERU","PERU PD","Peru","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",10966,27128,"INUCR0001","Indiana State Police","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-JAN-20,01-JAN-20,01-AUG-20,01-AUG-20,01-AUG-20,"N","MIAMI","Non-MSA","Y","Y","Y"
58602020,5860,2020,"IN0530000","IN0530000","","N","N",,"I","MONROE","MONROE CO SO BLOOMINGTON","Monroe","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",56279,27128,"INUCR0001","Indiana State Police","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",45,6,51,1,11,12,0,0,01-JAN-13,01-JAN-19,01-JAN-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","MONROE","Bloomington, IN","Y","Y","Y"
58612020,5861,2020,"IN0530100","IN0530100","","N","N",,"I","BLOOMINGTON","BLOOMINGTON PD","Bloomington","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",86347,27128,"INUCR0001","Indiana State Police","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-MAR-19,01-MAR-19,01-JAN-20,01-JAN-20,01-JAN-20,"N","MONROE","Bloomington, IN","Y","Y","Y"
58642020,5864,2020,"IN0540000","IN0540000","","N","N",,"I","MONTGOMERY","MONTGOMERY CO SO CRAWFORDSVILLE","Montgomery","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",22192,27128,"INUCR0001","Indiana State Police","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",23,30,53,2,20,22,0,0,01-JAN-13,01-JUN-19,01-JUN-19,01-SEP-19,,01-SEP-19,"N","MONTGOMERY","Non-MSA","Y","Y","Y"
58702020,5870,2020,"IN0570000","IN0570000","","N","N",,"I","NOBLE","NOBLE CO SO ALBION","Noble","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",31080,27128,"INUCR0001","Indiana State Police","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",16,22,38,1,16,17,0,0,01-JAN-13,01-OCT-18,01-OCT-18,01-NOV-19,01-NOV-19,01-NOV-19,"N","NOBLE","Non-MSA","Y","Y","Y"
58712020,5871,2020,"IN0570100","IN0570100","","N","N",,"I","KENDALLVILLE","KENDALLVILLE PD","Kendallville","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",9897,27128,"INUCR0001","Indiana State Police","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,3,20,2,6,8,0,0,01-JAN-13,01-JUN-19,01-JUN-19,01-NOV-19,01-NOV-19,01-NOV-19,"N","NOBLE","Non-MSA","Y","Y","Y"
58732020,5873,2020,"IN0570300","IN0570300","","Y","N",,"I","ALBION","ALBION PD","Albion","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",2376,24127,"IN0570300","Albion","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-FEB-20,01-FEB-20,01-FEB-21,01-FEB-21,01-FEB-21,"N","NOBLE","Non-MSA","Y","Y","Y"
58862020,5886,2020,"IN0640000","IN0640000","","Y","N",,"I","PORTER","PORTER CO SO VALPARAISO","Porter","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",72079,24140,"IN0640000","Porter","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",67,67,134,1,29,30,0,0,01-JAN-13,01-SEP-20,01-SEP-20,01-JAN-21,01-JAN-21,01-JAN-21,"N","PORTER","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58882020,5888,2020,"IN0640200","IN0640200","","Y","N",,"I","PORTAGE","PORTAGE PD","Portage","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",37003,24318,"IN0640200","Portage","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-NOV-20,01-NOV-20,01-JAN-21,01-JAN-21,01-JAN-21,"N","PORTER","Chicago-Naperville-Elgin, IL-IN-WI","Y","Y","Y"
58962020,5896,2020,"IN0660000","IN0660000","","N","N",,"I","PULASKI","PULASKI COUNTY PD WINAMAC","Pulaski","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",12239,27128,"INUCR0001","Indiana State Police","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",12,18,30,1,17,18,0,0,01-JAN-13,01-SEP-17,01-SEP-17,01-JUL-18,,01-JUL-18,"N","PULASKI","Non-MSA","Y","Y","Y"
